,0
1204,1.22296750546
1205,0.773457884789
1206,0.843194961548
1207,1.40544438362
1208,0.723276615143
1209,0.889874637127
1210,1.70441365242
1211,1.28938257694
1212,0.783178150654
1213,1.76151311398
1214,0.847070336342
1215,1.87589645386
1216,0.392700999975
1217,0.795206665993
1218,1.19068610668
1219,0.857111752033
1220,0.935128569603
1221,0.233049675822
1222,0.705105602741
1223,0.868300080299
1224,1.21245503426
1225,0.350864708424
1226,1.35503411293
1227,0.680587470531
1228,0.938696563244
1229,1.28333830833
1230,0.472622811794
1231,1.13917732239
1232,0.785900652409
1233,1.15793466568
1234,0.768059253693
1235,0.302283406258
1236,1.81805038452
1237,1.44757068157
1238,1.03553986549
1239,0.550326824188
1240,1.10233283043
1241,1.21557784081
1242,1.08806109428
1243,0.495360851288
1244,1.72316133976
1245,1.10948288441
1246,1.11112535
1247,0.350009471178
1248,1.76378631592
1249,1.44181954861
1250,0.573884963989
1251,0.583820819855
1252,0.902513504028
1253,1.64870798588
1254,0.947163939476
1255,0.51781308651
1256,1.47402191162
1257,0.944591999054
1258,1.20697462559
1259,1.13299691677
1260,1.18152081966
1261,1.55499005318
1262,1.03816437721
1263,1.19992148876
1264,0.957968592644
1265,1.38784229755
1266,0.768732726574
1267,1.4513425827
1268,1.39011096954
1269,0.710810065269
1270,1.43263375759
1271,1.42443442345
1272,1.07008695602
1273,0.738507986069
1274,0.884586811066
1275,1.10458958149
1276,1.1064504385
1277,1.10795712471
1278,1.07039618492
1279,0.416668713093
1280,0.589727282524
1281,0.67672753334
1282,1.28885388374
1283,0.851669967175
1284,0.992354691029
1285,0.641823291779
1286,0.835973143578
1287,1.52134847641
1288,1.6357036829
1289,0.990002930164
1290,1.01321768761
1291,1.26047694683
1292,1.02554738522
1293,0.822338581085
1294,1.0187227726
1295,0.900261580944
1296,1.43894982338
1297,1.33367431164
1298,0.301771461964
1299,0.629216969013
1300,1.21942389011
1301,0.732586741447
1302,1.47111332417
1303,1.06146228313
1304,1.79716300964
1305,0.885311126709
1306,1.40755581856
1307,0.908301174641
1308,1.90539169312
1309,2.06763482094
1310,1.94523406029
1311,0.645270645618
1312,1.25551342964
1313,0.755737364292
1314,1.39991438389
1315,1.55406093597
1316,0.741302788258
1317,1.2467854023
1318,1.14383149147
1319,0.986717879772
1320,0.191649615765
1321,1.15841424465
1322,0.909401893616
1323,0.453374385834
1324,1.95057368279
1325,1.22090339661
1326,0.235468789935
1327,1.14754998684
1328,0.604828119278
1329,0.84702694416
1330,0.747759640217
1331,0.87742805481
1332,0.320644706488
1333,0.872402369976
1334,0.451010078192
1335,0.81131362915
1336,0.781973898411
1337,0.903557956219
1338,0.481142371893
1339,0.723992824554
1340,0.663986563683
1341,0.855173885822
1342,0.652307450771
1343,1.23687040806
1344,0.784585416317
1345,0.399025142193
1346,0.976848423481
1347,0.686130225658
1348,0.575561702251
1349,0.928535103798
1350,0.575109124184
1351,1.09268260002
1352,0.584514439106
1353,0.890938401222
1354,1.59120059013
1355,1.24690127373
1356,0.809585273266
1357,0.953295528889
1358,1.3672298193
1359,0.881089866161
1360,0.904127955437
1361,1.06794214249
1362,1.2675164938
1363,0.685732722282
1364,0.391020298004
1365,0.823472499847
1366,0.853661894798
1367,0.61053866148
1368,1.1668099165
1369,1.40583825111
1370,1.55335783958
1371,0.750247240067
1372,1.63449764252
1373,0.968205094337
1374,0.739576280117
1375,1.0884988308
1376,1.31325113773
1377,0.616815745831
1378,0.65227919817
1379,0.930787265301
1380,0.338127017021
1381,1.50349473953
1382,0.592352092266
1383,0.82416087389
1384,0.98360478878
1385,1.36732578278
1386,1.35076320171
1387,0.384521633387
1388,0.780858159065
1389,0.640545964241
1390,1.55516791344
1391,1.04673707485
1392,1.00747454166
1393,0.570564746857
1394,1.01987040043
1395,1.42178821564
1396,0.957239806652
1397,1.32855761051
1398,0.971528232098
1399,0.902799248695
1400,1.18633401394
1401,0.952853679657
1402,1.1603372097
1403,0.944266021252
1404,0.400187492371
1405,0.0117287319154
1406,0.804001629353
1407,1.69487798214
1408,1.05829739571
1409,0.951047122478
1410,0.866654276848
1411,1.58084523678
1412,0.872776865959
1413,0.736351549625
1414,1.23407495022
1415,1.26744747162
1416,0.636808693409
1417,0.798444330692
1418,0.864457309246
1419,1.05464708805
1420,1.35810482502
1421,0.891827702522
1422,1.10531580448
1423,1.63239228725
1424,0.585863232613
1425,0.457330882549
1426,0.794262528419
1427,1.15721333027
1428,1.04782116413
1429,1.335242033
1430,0.913763999939
1431,1.1203275919
1432,1.04453933239
1433,1.14518046379
1434,1.25458109379
1435,1.13327980042
1436,0.390163719654
1437,0.261683404446
1438,0.928392410278
1439,0.991308987141
1440,0.918503165245
1441,1.10476994514
1442,1.03656363487
1443,1.3950483799
1444,0.699495196342
1445,1.13931715488
1446,1.03587400913
1447,1.53075444698
1448,1.42022538185
1449,1.33507502079
1450,1.25374960899
1451,0.982870876789
1452,1.30208873749
1453,1.36111867428
1454,1.13106560707
1455,1.47779405117
1456,1.03946971893
1457,0.840629756451
1458,1.58434319496
1459,0.709615468979
1460,1.30887913704
1461,0.945366680622
1462,1.04173314571
1463,1.14614164829
1464,1.14912354946
1465,0.580712795258
1466,1.19418334961
1467,0.784526824951
1468,1.93284952641
1469,1.25687658787
1470,1.40726137161
1471,1.35886502266
1472,1.62844061852
1473,0.427561581135
1474,0.412730872631
1475,0.561195313931
1476,1.03036594391
1477,1.04853737354
1478,1.30295300484
1479,0.849098205566
1480,1.20666480064
1481,1.03102445602
1482,0.262084692717
1483,1.26756966114
1484,0.895935714245
1485,0.897092938423
1486,0.954840660095
1487,0.683465957642
1488,1.14286112785
1489,0.691326022148
1490,0.961153030396
1491,1.16417634487
1492,1.70944714546
1493,0.841186821461
1494,1.28015732765
1495,0.757770895958
1496,0.713136196136
1497,1.26446175575
1498,1.17129540443
1499,1.30169355869
1500,0.529237508774
